x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.244686558842659,0.2768324315547943,0.2790817618370056,0.2587530016899109,0.29108351469039917,0.24182093143463135,0.3008778393268585,0.2302095592021942,0.30748677253723145,0.22007235884666443,0.24487878382205963,0.22565217316150665,0.24270997941493988,0.2073163390159607,0.24154594540596008,0.19463010132312775,0.23690739274024963,0.18413683772087097,0.2395980805158615,0.22914665937423706,0.28832125663757324,0.222762793302536,0.2938390374183655,0.23222653567790985,0.2838763892650604,0.23653191328048706,0.2427753210067749,0.23606306314468384,0.2920131981372833,0.231497123837471,0.29390352964401245,0.23928628861904144,0.28285032510757446,0.2421603947877884,0.25225329399108887,0.244203582406044,0.2896386682987213,0.23999503254890442,0.29099202156066895,0.246366947889328,0.2811528742313385,0.24924737215042114,1-one
0.3427470326423645,0.48028355836868286,0.36890196800231934,0.4807177484035492,0.39376145601272583,0.44446805119514465,0.3967146873474121,0.40666818618774414,0.3770803213119507,0.3959638774394989,0.3871656358242035,0.37168025970458984,0.39410361647605896,0.31494414806365967,0.39719322323799133,0.2777182459831238,0.3996368646621704,0.2461504340171814,0.36786869168281555,0.3659988343715668,0.3703165352344513,0.36242416501045227,0.3678116500377655,0.41218987107276917,0.3661176562309265,0.445808470249176,0.34905192255973816,0.3688986897468567,0.3511458933353424,0.37095722556114197,0.3531222641468048,0.4197489619255066,0.3544279634952545,0.45393601059913635,0.33060556650161743,0.3759990334510803,0.33540111780166626,0.3707927167415619,0.3401530981063843,0.4060835838317871,0.34458857774734497,0.4336566925048828,1-one
0.5739708542823792,0.6930190920829773,0.5348619818687439,0.6774673461914062,0.5022960305213928,0.6516619920730591,0.49324095249176025,0.6257044672966003,0.5111895203590393,0.6052234768867493,0.5335052013397217,0.5864794254302979,0.5292388200759888,0.5422348380088806,0.5284217596054077,0.5153538584709167,0.5309008955955505,0.49219807982444763,0.5688631534576416,0.5866298675537109,0.5467091798782349,0.5715603232383728,0.5383011102676392,0.6057004928588867,0.5357100963592529,0.6306231617927551,0.6015574932098389,0.5955830216407776,0.574577808380127,0.5978857278823853,0.5624120831489563,0.6322668194770813,0.5579026937484741,0.6527065634727478,0.6307522058486938,0.6111721992492676,0.6028344035148621,0.6145851612091064,0.5880135297775269,0.6379497051239014,0.5847073197364807,0.6522867679595947,1-one
0.6845771074295044,0.5101339221000671,0.6510398387908936,0.4745952785015106,0.6273946762084961,0.42771393060684204,0.6306066513061523,0.3819206655025482,0.6485622525215149,0.3467026948928833,0.6279870271682739,0.35442525148391724,0.6204813122749329,0.28323236107826233,0.6203997731208801,0.2436436116695404,0.6228824257850647,0.20592568814754486,0.6591190695762634,0.35759928822517395,0.6590824127197266,0.32878026366233826,0.6590631008148193,0.38403525948524475,0.6583117842674255,0.40338724851608276,0.6908330321311951,0.3677477240562439,0.6887646317481995,0.34333136677742004,0.6838195323944092,0.396171897649765,0.6823290586471558,0.4122772216796875,0.7192279100418091,0.38153335452079773,0.715579092502594,0.35668718814849854,0.7078205943107605,0.39436280727386475,0.7057378888130188,0.4100571274757385,1-one
0.40283456444740295,0.5856609344482422,0.41659003496170044,0.5777506232261658,0.4230935871601105,0.5658033490180969,0.421069473028183,0.5566158294677734,0.413618266582489,0.5522758364677429,0.4216768443584442,0.5511713027954102,0.42195022106170654,0.5350743532180786,0.4212275743484497,0.5251443386077881,0.4201011061668396,0.5172602534294128,0.41063863039016724,0.5523081421852112,0.41008368134498596,0.5463494658470154,0.4122469425201416,0.5556344985961914,0.4138711392879486,0.5629677176475525,0.4000910520553589,0.5549203753471375,0.40040045976638794,0.5512632131576538,0.4039042890071869,0.5603576302528381,0.4057258367538452,0.5668110847473145,0.3900502920150757,0.5587422251701355,0.39185571670532227,0.5542863607406616,0.39576172828674316,0.5609699487686157,0.39767760038375854,0.5660753846168518,1-one
0.15657515823841095,0.36778467893600464,0.1931157261133194,0.34495657682418823,0.21155083179473877,0.31557708978652954,0.20891544222831726,0.2907884418964386,0.18858014047145844,0.2763438820838928,0.18852584064006805,0.2886863648891449,0.19089998304843903,0.2554909884929657,0.19130650162696838,0.23587502539157867,0.1917474865913391,0.21825626492500305,0.16389767825603485,0.2951945960521698,0.16444538533687592,0.2804397642612457,0.17587623000144958,0.30292609333992004,0.18277186155319214,0.3222845196723938,0.14054051041603088,0.3050912916660309,0.14341045916080475,0.2935960292816162,0.15720295906066895,0.3159216344356537,0.16415151953697205,0.3347148001194,0.1174212321639061,0.31651410460472107,0.12246053665876389,0.30453044176101685,0.13573682308197021,0.31955593824386597,0.1433642953634262,0.33411797881126404,1-one
0.21554751694202423,0.4439666271209717,0.24018746614456177,0.42337772250175476,0.2477773129940033,0.39221251010894775,0.22648204863071442,0.36893633008003235,0.19972507655620575,0.35562196373939514,0.24894385039806366,0.3568485379219055,0.2542797029018402,0.31715643405914307,0.2534230351448059,0.2933769226074219,0.25178271532058716,0.27281415462493896,0.2194390743970871,0.35968708992004395,0.20144818723201752,0.3404804468154907,0.20301617681980133,0.36719775199890137,0.2114296704530716,0.3840121626853943,0.19377538561820984,0.3676722049713135,0.17479678988456726,0.3505973815917969,0.18508946895599365,0.3762665390968323,0.19726131856441498,0.3905961811542511,0.17224857211112976,0.38022688031196594,0.15731999278068542,0.3663041591644287,0.16718891263008118,0.38299623131752014,0.17886018753051758,0.39582559466362,1-one
0.2205333411693573,0.6971257925033569,0.2890838384628296,0.6549847722053528,0.3323168456554413,0.5958317518234253,0.3420032560825348,0.5508607029914856,0.3162943422794342,0.5135124325752258,0.28957945108413696,0.5042532682418823,0.30897846817970276,0.4231189489364624,0.3194766044616699,0.37489449977874756,0.32513076066970825,0.33125877380371094,0.23248076438903809,0.5137990117073059,0.23883754014968872,0.46613913774490356,0.26402997970581055,0.525538980960846,0.2710919976234436,0.5725076794624329,0.17802278697490692,0.5368322134017944,0.18704207241535187,0.4956645667552948,0.22595596313476562,0.5481401681900024,0.23904620110988617,0.5894699692726135,0.1256008744239807,0.5670278072357178,0.138192817568779,0.5308311581611633,0.1735438108444214,0.559532642364502,0.19028210639953613,0.5872611403465271,1-one
0.6924893260002136,0.843048632144928,0.6722798347473145,0.8585318326950073,0.6662396788597107,0.8843705654144287,0.6626353859901428,0.9063718914985657,0.6613458395004272,0.9243810176849365,0.7066898345947266,0.8952173590660095,0.6993828415870667,0.9253928661346436,0.6834896206855774,0.9379457235336304,0.6685389280319214,0.9447687268257141,0.7136642336845398,0.8947699666023254,0.7036994695663452,0.9231607913970947,0.6860058307647705,0.9352928400039673,0.6692842245101929,0.9414830207824707,0.7127842903137207,0.893071711063385,0.7013786435127258,0.9160197377204895,0.6852428913116455,0.9263235330581665,0.6709675788879395,0.9310771226882935,0.7073619961738586,0.891521692276001,0.6977056264877319,0.9096232056617737,0.6842280030250549,0.9183306694030762,0.6725828647613525,0.9223806858062744,1-one
0.35452529788017273,0.645236074924469,0.37362897396087646,0.6571531295776367,0.38003236055374146,0.6757010817527771,0.3798808753490448,0.6935552954673767,0.3804066777229309,0.7053170204162598,0.3555477261543274,0.6879976391792297,0.3613942563533783,0.7099947333335876,0.37425684928894043,0.7150237560272217,0.38322511315345764,0.7141870260238647,0.34676533937454224,0.6887465715408325,0.35448604822158813,0.7107680439949036,0.36771249771118164,0.7154413461685181,0.377887487411499,0.7149969339370728,0.34404927492141724,0.6883013844490051,0.3507876396179199,0.7087833881378174,0.36271199584007263,0.7132742404937744,0.37285149097442627,0.7136792540550232,0.3447708189487457,0.6870051622390747,0.3511202335357666,0.7039272785186768,0.3605883717536926,0.7100310325622559,0.36911165714263916,0.712268054485321,1-one
