p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,label
0.0,0.0,0.3710554253093223,-0.1950408764549819,0.5005303265100882,-0.37770403826195653,0.606191493684951,-0.5029675136029794,0.6774886604328519,-0.6123276237900068,0.0020737229403269344,-0.5521325909512376,-0.021323337452915238,-0.7499395566026695,-0.03388093550946711,-0.8867986797618788,-0.08392163835043538,-1.0,-0.05489450055106374,-0.5144340761869733,0.4707310886113065,-0.5833032188038123,0.5302569037291004,-0.481208372825163,0.422779862574863,-0.43476196232704506,-0.020618432406920382,-0.43981991725684716,0.5105597508703206,-0.489077267238264,0.530952645813266,-0.4050477631441884,0.4117106831775737,-0.3740419078508257,0.08162993337079967,-0.3520000012860297,0.48494332466977974,-0.39740183413560154,0.49954329869197917,-0.32866161599923865,0.39339858433847275,-0.2975876011301629,1-one
0.0,0.0,0.1117096755634146,0.0018544579545032181,0.21788639908026827,-0.15297069678944183,0.23049986991172836,-0.31441673357769223,0.14664003124155126,-0.36013563293417533,0.1897151601460451,-0.46385277164391353,0.21934779188524126,-0.7061769271775529,0.23254373231652334,-0.8651715255866573,0.24298070671280939,-1.0,0.10729647549885415,-0.48811856209436516,0.11775139749426058,-0.5033862409886505,0.10705284638739014,-0.2908332064696894,0.09981767275900677,-0.14724566724591165,0.02692865409299453,-0.47573306395811515,0.03587215912417753,-0.4669409042840537,0.04431338595586367,-0.25854776683497527,0.04989012505276085,-0.11253233750040095,-0.05185710554359332,-0.445406967538012,-0.03137494902118122,-0.4676435336964264,-0.01107888746269827,-0.31691361375035576,0.007865376204589393,-0.19914681441571527,1-one
0.0,0.0,-0.19474492222600648,-0.07744083010372586,-0.35690898554337913,-0.20594010330291826,-0.4019992772802587,-0.3351971192123987,-0.3126233316786465,-0.4371834112816997,-0.20150109038671443,-0.530520514036271,-0.22274578592803818,-0.7508390301308835,-0.22681438642652188,-0.8846944431459234,-0.21446938346960384,-1.0,-0.025434095602317155,-0.5297713786658178,-0.13575110541245852,-0.6048110577604444,-0.17761958080770981,-0.43480808229210494,-0.1905216864153175,-0.31070419170029834,0.13736928530140902,-0.4851886231743721,0.0030223635013174426,-0.47372216249025184,-0.057557578280416744,-0.30251950193182836,-0.08001234708059067,-0.20073859879927608,0.28274606789261897,-0.4075613996424986,0.1437277350007828,-0.3905663555410121,0.06992632562308607,-0.27422123979826174,0.05346285895760663,-0.20282899515985536,1-one
0.0,0.0,-0.11024444737365326,-0.11682341117730241,-0.1879713460679462,-0.27093280948499365,-0.1774128708553471,-0.42146543810358905,-0.11838882347152488,-0.5372347259761895,-0.1860241569597438,-0.5118489680343475,-0.21069710810186337,-0.7458758037996345,-0.21096514540313335,-0.8760128119086935,-0.2028041149407822,-1.0,-0.08368622217245507,-0.5014152046216449,-0.08380672139780669,-0.5961497362560959,-0.08387020391652852,-0.41451429823724817,-0.08633994820198747,-0.350900014102328,0.02056461332557828,-0.4680550430664721,0.013765322076550415,-0.5483170299350936,-0.00249031732393361,-0.3746184742260729,-0.007389835420100711,-0.32167669871701143,0.11390488075254607,-0.42273861528462137,0.10191040745441517,-0.5044134800622031,0.07640650149161876,-0.38056535591430035,0.0695601861546488,-0.3289746412319253,1-one
0.0,0.0,0.20110136784326574,-0.11564667345781053,0.2961815936763936,-0.2903126859903466,0.2665895764365317,-0.4246318099153605,0.1576548942855923,-0.4880813682441117,0.27546918583828656,-0.5042293605722686,0.27946588147333545,-0.7395625376337714,0.2689009762341916,-0.8847367444162594,0.25243230713863085,-1.0,0.11409339536569787,-0.4876090671355984,0.10598018600995318,-0.5747233509327947,0.13760649649303355,-0.4389786096396482,0.1613518268554593,-0.33176887221989365,-0.040109430946876586,-0.4494189040697193,-0.03558597143711119,-0.5028856552045055,0.015639092240755055,-0.36992766473243965,0.042269642105556685,-0.27557985417921127,-0.18690270684305052,-0.3935444629666261,-0.16050787183037593,-0.4586880311753588,-0.10340300791322207,-0.3609757287771671,-0.07539346080815774,-0.28633559695113076,1-one
0.0,0.0,0.244372068791019,-0.1526673192035383,0.36766038026915054,-0.3491482839217028,0.3500357061638824,-0.514927129728675,0.2140394683159865,-0.6115278989408932,0.21367632776006254,-0.5289851736208482,0.22955386129824543,-0.7509856316323726,0.2322725324031195,-0.8821711540036844,0.23522170408588933,-1.0,0.04897075961151534,-0.4854601271868904,0.052633655954418886,-0.5841358998720637,0.12907962604096473,-0.43375425349801816,0.17519548701194518,-0.3042910577534993,-0.10723478830719299,-0.4192740736577402,-0.08804145462706242,-0.49615084962333633,0.004198538628329229,-0.3468440753777748,0.0506683719523947,-0.22116116883424905,-0.261849403897403,-0.34288181728130496,-0.2281480868053417,-0.4230248651626429,-0.1393603703635053,-0.32253897034305623,-0.08835018389222499,-0.22515252600929456,1-one
0.0,0.0,0.14396490359266464,-0.12029568909496277,0.1883104321074073,-0.3023860319238075,0.06388766419336213,-0.4383827820113935,-0.09244646107105021,-0.5161752097015389,0.19512621096848923,-0.509008651342069,0.22630222862082103,-0.74091943407226,0.22129693863265473,-0.8798570205700093,0.21171297060521782,-1.0,0.02273737211218536,-0.4924237200422642,-0.0823787673317634,-0.6046432096263158,-0.07321740632472239,-0.44854084783291576,-0.02405952089910993,-0.35029855871329657,-0.12720897925864944,-0.445768740801724,-0.23809604654353775,-0.5455325544966293,-0.1779585625719581,-0.3955542507614588,-0.10684156711807434,-0.31182982745375004,-0.2529846294326723,-0.3724149927806811,-0.34020848961260847,-0.45376188157809505,-0.28254692209055876,-0.35623438513203376,-0.21435465626917577,-0.28127570554651254,1-one
0.0,0.0,0.1873645171327891,-0.11518124931780008,0.3055304216362046,-0.2768602675364071,0.33200564332063154,-0.3997766457105713,0.2617371783071016,-0.5018581903903894,0.1887191421631317,-0.5271656487293568,0.24174118597706504,-0.7489246900165031,0.2704350439784759,-0.8807333710206362,0.28588917326330227,-1.0,0.03265509764215417,-0.501074902699964,0.05002965024119331,-0.6313404678547399,0.11888647052977813,-0.4689868251922786,0.13818861463320858,-0.3406104039763906,-0.11619127175097707,-0.4381197837161527,-0.09153945844323201,-0.5506405755405059,0.014821292131445058,-0.4072125026269788,0.05059996937227833,-0.2942485048621508,-0.25947260040760933,-0.35558817444116625,-0.22505587930071047,-0.45452206906551235,-0.1284333594537839,-0.3760742103179581,-0.082683688946162,-0.3002857501266652,1-one
0.0,0.0,-0.19867747190287008,0.15221378429373367,-0.2580576357393149,0.4062317617691523,-0.2934910757186888,0.6225245813263954,-0.3061684773054882,0.7995704860012423,0.13960376894139157,0.5128654970760234,0.06776945704274046,0.80951786614164,-0.08847519600604718,0.9329237422212847,-0.2354539488333392,1.0,0.2081683835507272,0.5084672268513636,0.11020579170035978,0.787574564333345,-0.06373858828768648,0.9068435115845727,-0.228127014262443,0.9676985550047463,0.19951774894818877,0.49177184778914557,0.08738998464765789,0.7173715852758148,-0.07123896916640299,0.8186671588791619,-0.21157812701426243,0.8653992194916148,0.14621172168899202,0.4765337692929719,0.051280924421943305,0.6544879232148507,-0.08121623363686437,0.7400901217639958,-0.19569841437260485,0.7799054248848575,1-one
0.0,0.0,0.2721117053204613,0.16974586725463112,0.3633211897280551,0.4339418720056646,0.3611634428521822,0.6882563045008316,0.36865294277959226,0.8557896640401274,0.014563411778589615,0.6090933557697125,0.09784106451675893,0.9224187480738193,0.2810551267607308,0.9940518691275367,0.4087985811424045,0.9821335332457726,-0.11053241969046966,0.6197611068991017,-0.0005590699656747172,0.9334337423557688,0.1878377449061807,1.0,0.33276973533958937,0.9936698167591941,-0.1492198915141075,0.613419886589877,-0.05323899752854568,0.9051644141142031,0.11661087287080092,0.9691318666484413,0.2610372806701029,0.9749008574104151,-0.13894225830305923,0.5949565691357721,-0.04850154816109705,0.8359942573284012,0.08636208885858883,0.9229357922789764,0.2077672944494583,0.9547998088040148,1-one
